factQuestion	factAnswer	factValueQuestion	factValueAnswer	factTagQuestion	factTagAnswer
29307	128838	10000-kreekly/mp3/Justin/concrete.mp3	бетон, сгущать, конкретный	{1008=justin}	{1002=eng-rus}
29308	2196	10000-kreekly/mp3/Joanna/concrete.mp3	бетон	{1008=joanna}	{1002=eng-rus}
29308	119084	10000-kreekly/mp3/Joanna/concrete.mp3	бетон, бетонировать	{1008=joanna}	{1002=eng-rus}
29308	128838	10000-kreekly/mp3/Joanna/concrete.mp3	бетон, сгущать, конкретный	{1008=joanna}	{1002=eng-rus}
29309	2196	10000-kreekly/mp3/Salli/concrete.mp3	бетон	{1008=salli}	{1002=eng-rus}
29309	119084	10000-kreekly/mp3/Salli/concrete.mp3	бетон, бетонировать	{1008=salli}	{1002=eng-rus}
29309	128838	10000-kreekly/mp3/Salli/concrete.mp3	бетон, сгущать, конкретный	{1008=salli}	{1002=eng-rus}
29310	2196	10000-kreekly/mp3/Matthew/concrete.mp3	бетон	{1008=matthew}	{1002=eng-rus}
29310	119084	10000-kreekly/mp3/Matthew/concrete.mp3	бетон, бетонировать	{1008=matthew}	{1002=eng-rus}
29310	128838	10000-kreekly/mp3/Matthew/concrete.mp3	бетон, сгущать, конкретный	{1008=matthew}	{1002=eng-rus}
119085	2196	5000-studynow/mp3/concrete.mp3	бетон	{}	{1002=eng-rus}
119085	119084	5000-studynow/mp3/concrete.mp3	бетон, бетонировать	{}	{1002=eng-rus}
119085	128838	5000-studynow/mp3/concrete.mp3	бетон, сгущать, конкретный	{}	{1002=eng-rus}
128839	2196	8000-wordsteps/mp3/concrete.mp3	бетон	{}	{1002=eng-rus}
128839	119084	8000-wordsteps/mp3/concrete.mp3	бетон, бетонировать	{}	{1002=eng-rus}
128839	128838	8000-wordsteps/mp3/concrete.mp3	бетон, сгущать, конкретный	{}	{1002=eng-rus}
53837	2199	10000-kreekly/mp3/Joey/brick.mp3	кирпич	{1008=joey}	{1002=eng-rus}
53838	2199	10000-kreekly/mp3/Kendra/brick.mp3	кирпич	{1008=kendra}	{1002=eng-rus}
53839	2199	10000-kreekly/mp3/Kimberly/brick.mp3	кирпич	{1008=kimberly}	{1002=eng-rus}
53840	2199	10000-kreekly/mp3/Justin/brick.mp3	кирпич	{1008=justin}	{1002=eng-rus}
53841	2199	10000-kreekly/mp3/Joanna/brick.mp3	кирпич	{1008=joanna}	{1002=eng-rus}
53842	2199	10000-kreekly/mp3/Salli/brick.mp3	кирпич	{1008=salli}	{1002=eng-rus}
53843	2199	10000-kreekly/mp3/Matthew/brick.mp3	кирпич	{1008=matthew}	{1002=eng-rus}
118380	2199	5000-studynow/mp3/brick.mp3	кирпич	{}	{1002=eng-rus}
127137	2199	8000-wordsteps/mp3/brick.mp3	кирпич	{}	{1002=eng-rus}
15677	2202	1000-puzzle-english/mp3/freedictionary_UK/metal.mp3	металл	{1008=freedictionary_uk}	{1002=eng-rus}
15677	129884	1000-puzzle-english/mp3/freedictionary_UK/metal.mp3	металл, металлический	{1008=freedictionary_uk}	{1002=eng-rus}
15678	2202	1000-puzzle-english/mp3/collins_US/metal.mp3	металл	{1008=collins_us}	{1002=eng-rus}
15678	129884	1000-puzzle-english/mp3/collins_US/metal.mp3	металл, металлический	{1008=collins_us}	{1002=eng-rus}
15679	2202	1000-puzzle-english/mp3/macmillan_UK/metal.mp3	металл	{1008=macmillan_uk}	{1002=eng-rus}
15679	129884	1000-puzzle-english/mp3/macmillan_UK/metal.mp3	металл, металлический	{1008=macmillan_uk}	{1002=eng-rus}
15680	2202	1000-puzzle-english/mp3/freedictionary_US/metal.mp3	металл	{1008=freedictionary_us}	{1002=eng-rus}
15680	129884	1000-puzzle-english/mp3/freedictionary_US/metal.mp3	металл, металлический	{1008=freedictionary_us}	{1002=eng-rus}
15681	2202	1000-puzzle-english/mp3/peterBaker_UK/metal.mp3	металл	{1008=peterbaker_uk}	{1002=eng-rus}
15681	129884	1000-puzzle-english/mp3/peterBaker_UK/metal.mp3	металл, металлический	{1008=peterbaker_uk}	{1002=eng-rus}
15682	2202	1000-puzzle-english/mp3/howjsay_UK/metal.mp3	металл	{1008=howjsay_uk}	{1002=eng-rus}
15682	129884	1000-puzzle-english/mp3/howjsay_UK/metal.mp3	металл, металлический	{1008=howjsay_uk}	{1002=eng-rus}
15683	2202	1000-puzzle-english/mp3/campbridge_US/metal.mp3	металл	{1008=campbridge_us}	{1002=eng-rus}
15683	129884	1000-puzzle-english/mp3/campbridge_US/metal.mp3	металл, металлический	{1008=campbridge_us}	{1002=eng-rus}
15684	2202	1000-puzzle-english/mp3/vocalware_hugh_UK/metal.mp3	металл	{1008=vocalware_hugh_uk}	{1002=eng-rus}
15684	129884	1000-puzzle-english/mp3/vocalware_hugh_UK/metal.mp3	металл, металлический	{1008=vocalware_hugh_uk}	{1002=eng-rus}
15685	2202	1000-puzzle-english/mp3/campbridge_UK/metal.mp3	металл	{1008=campbridge_uk}	{1002=eng-rus}
15685	129884	1000-puzzle-english/mp3/campbridge_UK/metal.mp3	металл, металлический	{1008=campbridge_uk}	{1002=eng-rus}
15686	2202	1000-puzzle-english/mp3/collins_UK/metal.mp3	металл	{1008=collins_uk}	{1002=eng-rus}
15686	129884	1000-puzzle-english/mp3/collins_UK/metal.mp3	металл, металлический	{1008=collins_uk}	{1002=eng-rus}
15687	2202	1000-puzzle-english/mp3/SteveElliott_UK/metal.mp3	металл	{1008=steveelliott_uk}	{1002=eng-rus}
15687	129884	1000-puzzle-english/mp3/SteveElliott_UK/metal.mp3	металл, металлический	{1008=steveelliott_uk}	{1002=eng-rus}
15688	2202	1000-puzzle-english/mp3/yandex_UK/metal.mp3	металл	{1008=yandex_uk}	{1002=eng-rus}
15688	129884	1000-puzzle-english/mp3/yandex_UK/metal.mp3	металл, металлический	{1008=yandex_uk}	{1002=eng-rus}
71518	2202	10000-kreekly/mp3/Joey/metal.mp3	металл	{1008=joey}	{1002=eng-rus}
71518	129884	10000-kreekly/mp3/Joey/metal.mp3	металл, металлический	{1008=joey}	{1002=eng-rus}
71519	2202	10000-kreekly/mp3/Kendra/metal.mp3	металл	{1008=kendra}	{1002=eng-rus}
71519	129884	10000-kreekly/mp3/Kendra/metal.mp3	металл, металлический	{1008=kendra}	{1002=eng-rus}
71520	2202	10000-kreekly/mp3/Kimberly/metal.mp3	металл	{1008=kimberly}	{1002=eng-rus}
71520	129884	10000-kreekly/mp3/Kimberly/metal.mp3	металл, металлический	{1008=kimberly}	{1002=eng-rus}
71521	2202	10000-kreekly/mp3/Ivy/metal.mp3	металл	{1008=ivy}	{1002=eng-rus}
71521	129884	10000-kreekly/mp3/Ivy/metal.mp3	металл, металлический	{1008=ivy}	{1002=eng-rus}
71522	2202	10000-kreekly/mp3/Justin/metal.mp3	металл	{1008=justin}	{1002=eng-rus}
71522	129884	10000-kreekly/mp3/Justin/metal.mp3	металл, металлический	{1008=justin}	{1002=eng-rus}
71523	2202	10000-kreekly/mp3/Joanna/metal.mp3	металл	{1008=joanna}	{1002=eng-rus}
71523	129884	10000-kreekly/mp3/Joanna/metal.mp3	металл, металлический	{1008=joanna}	{1002=eng-rus}
71524	2202	10000-kreekly/mp3/Salli/metal.mp3	металл	{1008=salli}	{1002=eng-rus}
71524	129884	10000-kreekly/mp3/Salli/metal.mp3	металл, металлический	{1008=salli}	{1002=eng-rus}
71525	2202	10000-kreekly/mp3/Matthew/metal.mp3	металл	{1008=matthew}	{1002=eng-rus}
71525	129884	10000-kreekly/mp3/Matthew/metal.mp3	металл, металлический	{1008=matthew}	{1002=eng-rus}
129885	2202	8000-wordsteps/mp3/metal.mp3	металл	{}	{1002=eng-rus}
129885	129884	8000-wordsteps/mp3/metal.mp3	металл, металлический	{}	{1002=eng-rus}
82854	2205	10000-kreekly/mp3/Joey/rubber.mp3	резина	{1008=joey}	{1002=eng-rus}
82854	82853	10000-kreekly/mp3/Joey/rubber.mp3	резинка	{1008=joey}	{1002=eng-rus}
82854	124097	10000-kreekly/mp3/Joey/rubber.mp3	резина, резиновый	{1008=joey}	{1002=eng-rus}
82855	2205	10000-kreekly/mp3/Kendra/rubber.mp3	резина	{1008=kendra}	{1002=eng-rus}
82855	82853	10000-kreekly/mp3/Kendra/rubber.mp3	резинка	{1008=kendra}	{1002=eng-rus}
82855	124097	10000-kreekly/mp3/Kendra/rubber.mp3	резина, резиновый	{1008=kendra}	{1002=eng-rus}
82856	2205	10000-kreekly/mp3/Kimberly/rubber.mp3	резина	{1008=kimberly}	{1002=eng-rus}
82856	82853	10000-kreekly/mp3/Kimberly/rubber.mp3	резинка	{1008=kimberly}	{1002=eng-rus}
82856	124097	10000-kreekly/mp3/Kimberly/rubber.mp3	резина, резиновый	{1008=kimberly}	{1002=eng-rus}
82857	2205	10000-kreekly/mp3/Justin/rubber.mp3	резина	{1008=justin}	{1002=eng-rus}
82857	82853	10000-kreekly/mp3/Justin/rubber.mp3	резинка	{1008=justin}	{1002=eng-rus}
82857	124097	10000-kreekly/mp3/Justin/rubber.mp3	резина, резиновый	{1008=justin}	{1002=eng-rus}
82858	2205	10000-kreekly/mp3/Joanna/rubber.mp3	резина	{1008=joanna}	{1002=eng-rus}
82858	82853	10000-kreekly/mp3/Joanna/rubber.mp3	резинка	{1008=joanna}	{1002=eng-rus}
82858	124097	10000-kreekly/mp3/Joanna/rubber.mp3	резина, резиновый	{1008=joanna}	{1002=eng-rus}
82859	2205	10000-kreekly/mp3/Salli/rubber.mp3	резина	{1008=salli}	{1002=eng-rus}
82859	82853	10000-kreekly/mp3/Salli/rubber.mp3	резинка	{1008=salli}	{1002=eng-rus}
82859	124097	10000-kreekly/mp3/Salli/rubber.mp3	резина, резиновый	{1008=salli}	{1002=eng-rus}
82860	2205	10000-kreekly/mp3/Matthew/rubber.mp3	резина	{1008=matthew}	{1002=eng-rus}
82860	82853	10000-kreekly/mp3/Matthew/rubber.mp3	резинка	{1008=matthew}	{1002=eng-rus}
82860	124097	10000-kreekly/mp3/Matthew/rubber.mp3	резина, резиновый	{1008=matthew}	{1002=eng-rus}
124098	2205	5000-studynow/mp3/rubber.mp3	резина	{}	{1002=eng-rus}
124098	82853	5000-studynow/mp3/rubber.mp3	резинка	{}	{1002=eng-rus}
124098	124097	5000-studynow/mp3/rubber.mp3	резина, резиновый	{}	{1002=eng-rus}
125381	2205	8000-wordsteps/mp3/rubber.mp3	резина	{}	{1002=eng-rus}
125381	82853	8000-wordsteps/mp3/rubber.mp3	резинка	{}	{1002=eng-rus}
125381	124097	8000-wordsteps/mp3/rubber.mp3	резина, резиновый	{}	{1002=eng-rus}
13816	2208	1000-puzzle-english/mp3/freedictionary_UK/glass.mp3	стекло	{1008=freedictionary_uk}	{1002=eng-rus}
13816	3902	1000-puzzle-english/mp3/freedictionary_UK/glass.mp3	стакан	{1008=freedictionary_uk}	{1002=eng-rus}
13816	20763	1000-puzzle-english/mp3/freedictionary_UK/glass.mp3	бокал	{1008=freedictionary_uk}	{1002=eng-rus}
13816	120966	1000-puzzle-english/mp3/freedictionary_UK/glass.mp3	стекло или стакан	{1008=freedictionary_uk}	{1002=eng-rus}
13816	125256	1000-puzzle-english/mp3/freedictionary_UK/glass.mp3	стакан, бокал	{1008=freedictionary_uk}	{1002=eng-rus}
13817	2208	1000-puzzle-english/mp3/collins_US/glass.mp3	стекло	{1008=collins_us}	{1002=eng-rus}
13817	3902	1000-puzzle-english/mp3/collins_US/glass.mp3	стакан	{1008=collins_us}	{1002=eng-rus}
13817	20763	1000-puzzle-english/mp3/collins_US/glass.mp3	бокал	{1008=collins_us}	{1002=eng-rus}
13817	120966	1000-puzzle-english/mp3/collins_US/glass.mp3	стекло или стакан	{1008=collins_us}	{1002=eng-rus}
13817	125256	1000-puzzle-english/mp3/collins_US/glass.mp3	стакан, бокал	{1008=collins_us}	{1002=eng-rus}
13818	2208	1000-puzzle-english/mp3/macmillan_UK/glass.mp3	стекло	{1008=macmillan_uk}	{1002=eng-rus}
13818	3902	1000-puzzle-english/mp3/macmillan_UK/glass.mp3	стакан	{1008=macmillan_uk}	{1002=eng-rus}
13818	20763	1000-puzzle-english/mp3/macmillan_UK/glass.mp3	бокал	{1008=macmillan_uk}	{1002=eng-rus}
13818	120966	1000-puzzle-english/mp3/macmillan_UK/glass.mp3	стекло или стакан	{1008=macmillan_uk}	{1002=eng-rus}
13818	125256	1000-puzzle-english/mp3/macmillan_UK/glass.mp3	стакан, бокал	{1008=macmillan_uk}	{1002=eng-rus}
13819	2208	1000-puzzle-english/mp3/freedictionary_US/glass.mp3	стекло	{1008=freedictionary_us}	{1002=eng-rus}
13819	3902	1000-puzzle-english/mp3/freedictionary_US/glass.mp3	стакан	{1008=freedictionary_us}	{1002=eng-rus}
13819	20763	1000-puzzle-english/mp3/freedictionary_US/glass.mp3	бокал	{1008=freedictionary_us}	{1002=eng-rus}
13819	120966	1000-puzzle-english/mp3/freedictionary_US/glass.mp3	стекло или стакан	{1008=freedictionary_us}	{1002=eng-rus}
13819	125256	1000-puzzle-english/mp3/freedictionary_US/glass.mp3	стакан, бокал	{1008=freedictionary_us}	{1002=eng-rus}
13820	2208	1000-puzzle-english/mp3/peterBaker_UK/glass.mp3	стекло	{1008=peterbaker_uk}	{1002=eng-rus}
13820	3902	1000-puzzle-english/mp3/peterBaker_UK/glass.mp3	стакан	{1008=peterbaker_uk}	{1002=eng-rus}
13820	20763	1000-puzzle-english/mp3/peterBaker_UK/glass.mp3	бокал	{1008=peterbaker_uk}	{1002=eng-rus}
13820	120966	1000-puzzle-english/mp3/peterBaker_UK/glass.mp3	стекло или стакан	{1008=peterbaker_uk}	{1002=eng-rus}
13820	125256	1000-puzzle-english/mp3/peterBaker_UK/glass.mp3	стакан, бокал	{1008=peterbaker_uk}	{1002=eng-rus}
13821	2208	1000-puzzle-english/mp3/howjsay_UK/glass.mp3	стекло	{1008=howjsay_uk}	{1002=eng-rus}
13821	3902	1000-puzzle-english/mp3/howjsay_UK/glass.mp3	стакан	{1008=howjsay_uk}	{1002=eng-rus}
13821	20763	1000-puzzle-english/mp3/howjsay_UK/glass.mp3	бокал	{1008=howjsay_uk}	{1002=eng-rus}
13821	120966	1000-puzzle-english/mp3/howjsay_UK/glass.mp3	стекло или стакан	{1008=howjsay_uk}	{1002=eng-rus}
13821	125256	1000-puzzle-english/mp3/howjsay_UK/glass.mp3	стакан, бокал	{1008=howjsay_uk}	{1002=eng-rus}
13822	2208	1000-puzzle-english/mp3/campbridge_US/glass.mp3	стекло	{1008=campbridge_us}	{1002=eng-rus}
13822	3902	1000-puzzle-english/mp3/campbridge_US/glass.mp3	стакан	{1008=campbridge_us}	{1002=eng-rus}
13822	20763	1000-puzzle-english/mp3/campbridge_US/glass.mp3	бокал	{1008=campbridge_us}	{1002=eng-rus}
13822	120966	1000-puzzle-english/mp3/campbridge_US/glass.mp3	стекло или стакан	{1008=campbridge_us}	{1002=eng-rus}
13822	125256	1000-puzzle-english/mp3/campbridge_US/glass.mp3	стакан, бокал	{1008=campbridge_us}	{1002=eng-rus}
13823	2208	1000-puzzle-english/mp3/vocalware_hugh_UK/glass.mp3	стекло	{1008=vocalware_hugh_uk}	{1002=eng-rus}
13823	3902	1000-puzzle-english/mp3/vocalware_hugh_UK/glass.mp3	стакан	{1008=vocalware_hugh_uk}	{1002=eng-rus}
13823	20763	1000-puzzle-english/mp3/vocalware_hugh_UK/glass.mp3	бокал	{1008=vocalware_hugh_uk}	{1002=eng-rus}
13823	120966	1000-puzzle-english/mp3/vocalware_hugh_UK/glass.mp3	стекло или стакан	{1008=vocalware_hugh_uk}	{1002=eng-rus}
13823	125256	1000-puzzle-english/mp3/vocalware_hugh_UK/glass.mp3	стакан, бокал	{1008=vocalware_hugh_uk}	{1002=eng-rus}
13824	2208	1000-puzzle-english/mp3/campbridge_UK/glass.mp3	стекло	{1008=campbridge_uk}	{1002=eng-rus}
13824	3902	1000-puzzle-english/mp3/campbridge_UK/glass.mp3	стакан	{1008=campbridge_uk}	{1002=eng-rus}
13824	20763	1000-puzzle-english/mp3/campbridge_UK/glass.mp3	бокал	{1008=campbridge_uk}	{1002=eng-rus}
13824	120966	1000-puzzle-english/mp3/campbridge_UK/glass.mp3	стекло или стакан	{1008=campbridge_uk}	{1002=eng-rus}
13824	125256	1000-puzzle-english/mp3/campbridge_UK/glass.mp3	стакан, бокал	{1008=campbridge_uk}	{1002=eng-rus}
13825	2208	1000-puzzle-english/mp3/collins_UK/glass.mp3	стекло	{1008=collins_uk}	{1002=eng-rus}
13825	3902	1000-puzzle-english/mp3/collins_UK/glass.mp3	стакан	{1008=collins_uk}	{1002=eng-rus}
13825	20763	1000-puzzle-english/mp3/collins_UK/glass.mp3	бокал	{1008=collins_uk}	{1002=eng-rus}
13825	120966	1000-puzzle-english/mp3/collins_UK/glass.mp3	стекло или стакан	{1008=collins_uk}	{1002=eng-rus}
13825	125256	1000-puzzle-english/mp3/collins_UK/glass.mp3	стакан, бокал	{1008=collins_uk}	{1002=eng-rus}
13826	2208	1000-puzzle-english/mp3/SteveElliott_UK/glass.mp3	стекло	{1008=steveelliott_uk}	{1002=eng-rus}
13826	3902	1000-puzzle-english/mp3/SteveElliott_UK/glass.mp3	стакан	{1008=steveelliott_uk}	{1002=eng-rus}
13826	20763	1000-puzzle-english/mp3/SteveElliott_UK/glass.mp3	бокал	{1008=steveelliott_uk}	{1002=eng-rus}
13826	120966	1000-puzzle-english/mp3/SteveElliott_UK/glass.mp3	стекло или стакан	{1008=steveelliott_uk}	{1002=eng-rus}
13826	125256	1000-puzzle-english/mp3/SteveElliott_UK/glass.mp3	стакан, бокал	{1008=steveelliott_uk}	{1002=eng-rus}
13827	2208	1000-puzzle-english/mp3/yandex_UK/glass.mp3	стекло	{1008=yandex_uk}	{1002=eng-rus}
13827	3902	1000-puzzle-english/mp3/yandex_UK/glass.mp3	стакан	{1008=yandex_uk}	{1002=eng-rus}
13827	20763	1000-puzzle-english/mp3/yandex_UK/glass.mp3	бокал	{1008=yandex_uk}	{1002=eng-rus}
13827	120966	1000-puzzle-english/mp3/yandex_UK/glass.mp3	стекло или стакан	{1008=yandex_uk}	{1002=eng-rus}
13827	125256	1000-puzzle-english/mp3/yandex_UK/glass.mp3	стакан, бокал	{1008=yandex_uk}	{1002=eng-rus}
101546	2208	10000-kreekly/mp3/Joey/glass.mp3	стекло	{1008=joey}	{1002=eng-rus}
101546	3902	10000-kreekly/mp3/Joey/glass.mp3	стакан	{1008=joey}	{1002=eng-rus}
101546	20763	10000-kreekly/mp3/Joey/glass.mp3	бокал	{1008=joey}	{1002=eng-rus}
101546	120966	10000-kreekly/mp3/Joey/glass.mp3	стекло или стакан	{1008=joey}	{1002=eng-rus}
101546	125256	10000-kreekly/mp3/Joey/glass.mp3	стакан, бокал	{1008=joey}	{1002=eng-rus}
101547	2208	10000-kreekly/mp3/Kendra/glass.mp3	стекло	{1008=kendra}	{1002=eng-rus}
101547	3902	10000-kreekly/mp3/Kendra/glass.mp3	стакан	{1008=kendra}	{1002=eng-rus}
101547	20763	10000-kreekly/mp3/Kendra/glass.mp3	бокал	{1008=kendra}	{1002=eng-rus}
101547	120966	10000-kreekly/mp3/Kendra/glass.mp3	стекло или стакан	{1008=kendra}	{1002=eng-rus}
101547	125256	10000-kreekly/mp3/Kendra/glass.mp3	стакан, бокал	{1008=kendra}	{1002=eng-rus}
101548	2208	10000-kreekly/mp3/Kimberly/glass.mp3	стекло	{1008=kimberly}	{1002=eng-rus}
101548	3902	10000-kreekly/mp3/Kimberly/glass.mp3	стакан	{1008=kimberly}	{1002=eng-rus}
101548	20763	10000-kreekly/mp3/Kimberly/glass.mp3	бокал	{1008=kimberly}	{1002=eng-rus}
101548	120966	10000-kreekly/mp3/Kimberly/glass.mp3	стекло или стакан	{1008=kimberly}	{1002=eng-rus}
101548	125256	10000-kreekly/mp3/Kimberly/glass.mp3	стакан, бокал	{1008=kimberly}	{1002=eng-rus}
101549	2208	10000-kreekly/mp3/Ivy/glass.mp3	стекло	{1008=ivy}	{1002=eng-rus}
101549	3902	10000-kreekly/mp3/Ivy/glass.mp3	стакан	{1008=ivy}	{1002=eng-rus}
101549	20763	10000-kreekly/mp3/Ivy/glass.mp3	бокал	{1008=ivy}	{1002=eng-rus}
101549	120966	10000-kreekly/mp3/Ivy/glass.mp3	стекло или стакан	{1008=ivy}	{1002=eng-rus}
101549	125256	10000-kreekly/mp3/Ivy/glass.mp3	стакан, бокал	{1008=ivy}	{1002=eng-rus}
101550	2208	10000-kreekly/mp3/Justin/glass.mp3	стекло	{1008=justin}	{1002=eng-rus}
101550	3902	10000-kreekly/mp3/Justin/glass.mp3	стакан	{1008=justin}	{1002=eng-rus}
101550	20763	10000-kreekly/mp3/Justin/glass.mp3	бокал	{1008=justin}	{1002=eng-rus}
101550	120966	10000-kreekly/mp3/Justin/glass.mp3	стекло или стакан	{1008=justin}	{1002=eng-rus}
101550	125256	10000-kreekly/mp3/Justin/glass.mp3	стакан, бокал	{1008=justin}	{1002=eng-rus}
101551	2208	10000-kreekly/mp3/Joanna/glass.mp3	стекло	{1008=joanna}	{1002=eng-rus}
101551	3902	10000-kreekly/mp3/Joanna/glass.mp3	стакан	{1008=joanna}	{1002=eng-rus}
101551	20763	10000-kreekly/mp3/Joanna/glass.mp3	бокал	{1008=joanna}	{1002=eng-rus}
101551	120966	10000-kreekly/mp3/Joanna/glass.mp3	стекло или стакан	{1008=joanna}	{1002=eng-rus}
101551	125256	10000-kreekly/mp3/Joanna/glass.mp3	стакан, бокал	{1008=joanna}	{1002=eng-rus}
